Level,Date and Time,Source,Event ID,Task Category,Message
Error,2026-05-18 02:37:00,Microsoft-Windows-DistributedCOM,10010,None,A service terminated unexpectedly.
Information,2026-05-18 02:42:00,Microsoft-Windows-Kernel-Power,41,None,The operation completed successfully.
Warning,2026-05-18 03:34:00,Microsoft-Windows-DistributedCOM,10016,None,A service took longer than expected to respond.
Information,2026-05-18 05:19:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Information,2026-05-18 05:39:00,Application Error,1001,None,A user session was started.
Information,2026-05-18 05:48:00,Service Control Manager,7040,None,A user session was started.
Information,2026-05-18 06:13:00,Service Control Manager,7001,None,The update operation completed.
Warning,2026-05-18 06:16:00,Microsoft-Windows-DistributedCOM,10010,None,A device reported a recoverable condition.
Warning,2026-05-18 07:15:00,Microsoft-Windows-DistributedCOM,10016,None,A device reported a recoverable condition.
Information,2026-05-18 07:26:00,Microsoft-Windows-DistributedCOM,10010,None,A Windows service changed state.
Information,2026-05-18 08:30:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-05-18 08:35:00,Microsoft-Windows-WindowsUpdateClient,20,None,The update operation completed.
Information,2026-05-18 08:58:00,Microsoft-Windows-WindowsUpdateClient,43,None,A Windows service changed state.
Information,2026-05-18 09:01:00,Microsoft-Windows-DistributedCOM,10010,None,The operation completed successfully.
Warning,2026-05-18 09:07:00,Microsoft-Windows-DriverFrameworks-UserMode,10110,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-05-18 09:23:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Information,2026-05-18 09:46:00,Microsoft-Windows-DriverFrameworks-UserMode,10110,None,A Windows service changed state.
Information,2026-05-18 09:53:00,Microsoft-Windows-WindowsUpdateClient,20,None,The update operation completed.
Information,2026-05-18 10:49:00,Microsoft-Windows-WindowsUpdateClient,31,None,A Windows service changed state.
Information,2026-05-18 10:53:00,Winlogon,6005,None,A user session was started.
Information,2026-05-18 10:58:00,Microsoft-Windows-WindowsUpdateClient,20,None,A Windows service changed state.
Information,2026-05-18 12:55:00,Microsoft-Windows-DistributedCOM,10016,None,A user session was started.
Information,2026-05-18 13:24:00,Service Control Manager,7031,None,A user session was started.
Information,2026-05-18 13:59:00,Service Control Manager,7031,None,A Windows service changed state.
Warning,2026-05-18 14:50:00,Service Control Manager,7000,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-05-18 15:47:00,Application Error,1001,None,The update operation completed.
Information,2026-05-18 15:49:00,Application Error,1000,None,A user session was started.
Information,2026-05-18 16:41:00,Winlogon,6005,None,The update operation completed.
Information,2026-05-18 16:49:00,Microsoft-Windows-Security-Auditing,4624,None,A user session was started.
Warning,2026-05-18 18:20:00,Microsoft-Windows-WindowsUpdateClient,19,None,A device reported a recoverable condition.
Error,2026-05-18 18:36:00,Microsoft-Windows-DistributedCOM,10016,None,A user logon attempt failed.
Information,2026-05-18 18:50:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Information,2026-05-18 20:12:00,Microsoft-Windows-DistributedCOM,10016,None,The update operation completed.
Information,2026-05-18 20:47:00,Service Control Manager,7040,None,A Windows service changed state.
Information,2026-05-18 21:02:00,Service Control Manager,7000,None,The update operation completed.
Information,2026-05-18 21:21:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-05-18 22:19:00,Application Error,1000,None,The update operation completed.
Information,2026-05-18 22:53:00,Application Error,1001,None,The update operation completed.
Information,2026-05-18 22:58:00,Microsoft-Windows-WindowsUpdateClient,20,None,A user session was started.
Information,2026-05-18 23:35:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Warning,2026-05-19 00:07:00,Service Control Manager,7000,None,A device reported a recoverable condition.
Warning,2026-05-19 00:18:00,Service Control Manager,7001,None,A device reported a recoverable condition.
Warning,2026-05-19 00:42:00,Microsoft-Windows-Kernel-Power,41,None,A device reported a recoverable condition.
Information,2026-05-19 02:30:00,Microsoft-Windows-DistributedCOM,10016,None,The update operation completed.
Information,2026-05-19 03:07:00,Microsoft-Windows-Kernel-Power,109,None,The update operation completed.
Information,2026-05-19 03:53:00,Microsoft-Windows-DistributedCOM,10016,None,A user session was started.
Error,2026-05-19 04:06:00,Microsoft-Windows-Kernel-Power,109,None,A user logon attempt failed.
Information,2026-05-19 04:45:00,Service Control Manager,7031,None,The operation completed successfully.
Information,2026-05-19 05:22:00,Microsoft-Windows-DistributedCOM,10010,None,The operation completed successfully.
Information,2026-05-19 08:14:00,Microsoft-Windows-DistributedCOM,10010,None,The operation completed successfully.
Information,2026-05-19 09:04:00,Microsoft-Windows-DistributedCOM,10010,None,The operation completed successfully.
Information,2026-05-19 09:05:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Information,2026-05-19 09:56:00,Service Control Manager,7000,None,The operation completed successfully.
Information,2026-05-19 11:24:00,Microsoft-Windows-Security-Auditing,4624,None,The update operation completed.
Information,2026-05-19 12:38:00,Microsoft-Windows-DistributedCOM,10010,None,A Windows service changed state.
Information,2026-05-19 13:27:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Warning,2026-05-19 14:05:00,Microsoft-Windows-DistributedCOM,10010,None,A service took longer than expected to respond.
Information,2026-05-19 16:11:00,Service Control Manager,7031,None,The update operation completed.
Information,2026-05-19 16:19:00,Service Control Manager,7031,None,The update operation completed.
Information,2026-05-19 16:28:00,Application Error,1001,None,The update operation completed.
Information,2026-05-19 16:52:00,Microsoft-Windows-WindowsUpdateClient,31,None,The update operation completed.
Critical,2026-05-19 17:10:00,Microsoft-Windows-DistributedCOM,10010,None,The system rebooted without cleanly shutting down first.
Warning,2026-05-19 17:40:00,Service Control Manager,7001,None,A device reported a recoverable condition.
Information,2026-05-19 17:43:00,Microsoft-Windows-Kernel-Power,109,None,The update operation completed.
Information,2026-05-19 17:44:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Information,2026-05-19 17:47:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Information,2026-05-19 18:00:00,Microsoft-Windows-Security-Auditing,4624,None,The operation completed successfully.
Information,2026-05-19 18:04:00,Microsoft-Windows-DistributedCOM,10010,None,A Windows service changed state.
Information,2026-05-19 18:57:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Warning,2026-05-19 19:20:00,Service Control Manager,7031,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-05-19 21:08:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Warning,2026-05-19 21:51:00,Microsoft-Windows-DistributedCOM,10016,None,A device reported a recoverable condition.
Information,2026-05-19 22:24:00,Microsoft-Windows-Security-Auditing,4624,None,A user session was started.
Information,2026-05-19 22:36:00,Microsoft-Windows-DistributedCOM,10016,None,The update operation completed.
Information,2026-05-19 22:39:00,Microsoft-Windows-Security-Auditing,4634,None,The operation completed successfully.
Information,2026-05-19 23:39:00,Microsoft-Windows-Security-Auditing,4624,None,A user session was started.
Information,2026-05-19 23:46:00,Microsoft-Windows-Security-Auditing,4624,None,The update operation completed.
Information,2026-05-20 00:04:00,Microsoft-Windows-Security-Auditing,4624,None,The update operation completed.
Error,2026-05-20 00:14:00,Microsoft-Windows-DriverFrameworks-UserMode,10111,None,An application stopped responding.
Information,2026-05-20 00:18:00,Microsoft-Windows-Security-Auditing,4624,None,A user session was started.
Warning,2026-05-20 02:11:00,Microsoft-Windows-Kernel-Power,109,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-05-20 02:12:00,Microsoft-Windows-Security-Auditing,4634,None,The operation completed successfully.
Information,2026-05-20 02:24:00,Microsoft-Windows-Security-Auditing,4624,None,A user session was started.
Information,2026-05-20 03:08:00,Microsoft-Windows-DistributedCOM,10010,None,The operation completed successfully.
Information,2026-05-20 03:18:00,Service Control Manager,7001,None,A user session was started.
Information,2026-05-20 03:31:00,Microsoft-Windows-Kernel-Power,41,None,A Windows service changed state.
Information,2026-05-20 03:45:00,Microsoft-Windows-Security-Auditing,4624,None,The operation completed successfully.
Information,2026-05-20 04:02:00,Winlogon,6005,None,A user session was started.
Warning,2026-05-20 04:28:00,Microsoft-Windows-DistributedCOM,10016,None,A service took longer than expected to respond.
Information,2026-05-20 04:47:00,Service Control Manager,7040,None,The operation completed successfully.
Warning,2026-05-20 05:19:00,Service Control Manager,7000,None,A service took longer than expected to respond.
Information,2026-05-20 05:22:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-05-20 05:39:00,Service Control Manager,7040,None,A user session was started.
Information,2026-05-20 05:44:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-05-20 05:49:00,Microsoft-Windows-Security-Auditing,4624,None,The operation completed successfully.
Information,2026-05-20 05:57:00,Microsoft-Windows-Security-Auditing,4624,None,The operation completed successfully.
Information,2026-05-20 06:06:00,Microsoft-Windows-Kernel-Power,41,None,The update operation completed.
Information,2026-05-20 06:08:00,Microsoft-Windows-WindowsUpdateClient,19,None,The operation completed successfully.
Error,2026-05-20 08:12:00,Microsoft-Windows-DistributedCOM,10010,None,A user logon attempt failed.
Information,2026-05-20 08:22:00,Service Control Manager,7031,None,A Windows service changed state.
Critical,2026-05-20 10:45:00,Microsoft-Windows-WindowsUpdateClient,31,None,The system rebooted without cleanly shutting down first.
Error,2026-05-20 12:52:00,Microsoft-Windows-DriverFrameworks-UserMode,10111,None,A user logon attempt failed.
Information,2026-05-20 13:50:00,Microsoft-Windows-Kernel-Power,41,None,A user session was started.
Information,2026-05-20 13:57:00,Microsoft-Windows-DriverFrameworks-UserMode,10111,None,A user session was started.
Information,2026-05-20 15:27:00,Service Control Manager,7001,None,A Windows service changed state.
Warning,2026-05-20 16:35:00,Service Control Manager,7000,None,A service took longer than expected to respond.
Information,2026-05-20 16:43:00,Microsoft-Windows-WindowsUpdateClient,19,None,A user session was started.
Warning,2026-05-20 18:03:00,Service Control Manager,7000,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-05-20 18:26:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Warning,2026-05-20 19:20:00,Winlogon,6006,None,A service took longer than expected to respond.
Information,2026-05-20 19:24:00,Service Control Manager,7040,None,The update operation completed.
Error,2026-05-20 20:32:00,Microsoft-Windows-DistributedCOM,10010,None,A service terminated unexpectedly.
Information,2026-05-20 20:34:00,Microsoft-Windows-WindowsUpdateClient,31,None,A user session was started.
Warning,2026-05-20 20:40:00,Winlogon,6006,None,The application-specific permission settings do not grant Local Activation permission.
